Location,Name,Rating,Address,Phone Number,Num Reviews,Num Photos,Price Range Per Person (CAD),Cuisine Type 1,Cuisine Type 2,Cuisine Type 3,Cuisine Type 4,Cuisine Type 5,Cuisine Type 6,Cuisine Type 7,Cuisine Type 8
Newton,Red Rose,3.3,"6914 King George Boulevard, Surrey V3W4Z1",+16045918850,24,5,22.5,Greek,Canadian,Italian,,,,,
Newton,White Spot,2.9,"Panorama Village, 113-15157 56th Avenue, Surrey V3S9A5",+17785745772,29,22,25.0,Canadian,,,,,,,
Newton,Rama Sweets & Restaurant,3.7,"107-7028 120 Street, Surrey V3W3M8",+16045908821,9,21,17.5,Indian,,,,,,,
Newton,Chongqing,3.2,"8220 120th Street, Surrey V3W 3N4",+16045936929,15,11,,Asian,,,,,,,
Newton,Mughal Garden Sweets & Restaurant,3.9,"12788 76A Ave Unit #103, Newton, Surrey, Surrey V3W 1L4",+16045922223,19,11,12.5,Indian,,,,,,,
Newton,Nav Sweets & Restaurant,3.1,"Scott Road Centre, 101-8140 120 Street, Surrey V3W 3P2",+17785655572,19,16,15.0,Indian,,,,,,,
Newton,A&W,3.7,"12133 72 Avenue, Strawberry Hill Shopping Centre, Newton, Surrey, Surrey V3W 2M1",+16045962224,26,2,10.0,Fast Food,,,,,,,
Newton,Dhoom Restaurant & Bar,3.7,"York Centre, 112-7938 128 Street, Surrey V3W4E9",+16045432222,16,13,17.5,Indian,,,,,,,
Newton,Bhaia Sweets & Restaurant,3.4,"13753 72nd Avenue, Surrey V3W 2P2",+16045998234,22,3,7.5,Indian,Desserts,,,,,,
Newton,Pakwan House Restaurant,3.7,"12414 82 Avenue, Surrey V3W3E8",+16045947160,15,4,17.5,Indian,Pakistani,,,,,,
Newton,Porto Fino Express,3.7,"134-6350 120th Street, Surrey V3X 3K1",+16045917749,22,2,22.5,Greek,Mediterranean,Pizza,,,,,
North Delta,B & B Sweet Shop & Restaurant,3.9,"8077 King George Blvd , Surrey V3W 5B4",+16045880222,9,27,12.5,Indian,,,,,,,
Newton,Lighthouse Fresh & Tasty,3.8,"King George Plaza, 8050 King George Boulevard, Surrey V3W 3C3",+16045994427,17,2,17.5,Indian,Canadian,,,,,,
Newton,Chawla's,3.3,"7500 Scott, 117-7500 Scott Road, Surrey V3W3M9",+17785931111,19,3,25.0,Indian,,,,,,,
Newton,Omega Pizza & Wings,3.1,"Surrey West Business Park, 103-7577 King George Boulevard, Surrey V3W5A8",+16045920341,18,8,10.0,Pizza,Fast Food,,,,,,
Newton,Royal Flavour Restaurant & Lounge,3.3,"Surrey West Business Park, 101-7577 King George Boulevard, Surrey V3W5A8",+16045976667,20,5,25.0,Indian,,,,,,,
Newton,Sachdeva Sweets & Restaurant,3.9,"7500 Scott, 118-7500 120th Street, Surrey V3W3M9",+16045916788,13,2,12.5,Indian,Desserts,,,,,,
Newton,Great Pizza,3.6,"Kwantlen Square, 122-12578 72 Avenue, Surrey V3W2M6",+16045900241,20,6,12.5,Pizza,Indian,,,,,,
Newton,Flaming Ice Family Restaurant and Sports Bar,,"15153 BC-10, unit f-106, Surrey V3S 9A5",+17783219464,3,20,12.5,BBQ,Canadian,,,,,,
Newton,Sushi Line,2.6,"Newton Village, 104-7380 King George Highway, Surrey V3W5A5",+16045920055,16,8,15.0,Sushi,Japanese,Asian,,,,,
Newton,Calgary Sweets & Restaurant,3.5,"113-7928 128 Street, Surrey V3W 4E9",+16045919955,16,5,17.5,Indian,Desserts,,,,,,
Newton,Kalmar Family Restaurant,3.2,"King George Plaza, 8076 King George Boulevard, Surrey V3W3C3",+16045962013,14,2,20.0,Diner,,,,,,,
Newton,Kabob Palace,3.5,"Unit 216 12837 76 Avenue, Surrey V3W 2V3",+1778565-3685,9,10,20.0,Indian,,,,,,,
Newton,777 Pizza & Donair,3.5,"22A-7711 128 Street, Surrey V3W 1L4",+16045027773,15,5,12.5,Pizza,Fast Food,,,,,,
Newton,The Barrel Public House,2.8,"229-7115 138 Street, Surrey V3W7T9",+16045936910,9,9,25.0,Bar Food,,,,,,,
Newton,Kelly's Pub,3.6,"Centre of Newton II, 112-7218 King George Boulevard, Surrey V3W 5A5",+16045434032,16,7,25.0,Bar Food,,,,,,,
Newton,Kwantlen Pizza Sweets & Snacks,2.9,"Kwantlen Square, 120-12578 72 Avenue, Surrey V3W2M6",+16045943520,14,8,10.0,Indian,Pizza,,,,,,
Newton,Basant Sweets & Dosa House,3.5,"Payal Business Centre, 402 - 8148,128 Street, Surrey V3W 7X4",+16045953535,7,13,12.5,Indian,Desserts,,,,,,
Newton,Top In Town Pizza,3.4,"14377 64 Avenue, Surrey V3W5R3",+16045912838,14,2,10.0,Indian,Pizza,Fast Food,,,,,
Newton,Akash Chaat House And Restaurant,3.2,"Payal Business Centre, 107-12877 80 Avenue, Surrey V3W 4E9",+16042882454,10,8,17.5,Indian,,,,,,,
Newton,King George Pizza,3.6,"Newton Square Mall, 232-7093 King George Boulevard, Surrey V3W 5A2",+16045911212,16,3,10.0,Pizza,Fast Food,,,,,,
Newton,Ronnie's Restaurant,3.5,"EconoLodge, 6542 King George Boulevard, Surrey V3W4Z3",+16045919848,12,2,15.0,Diner,,,,,,,
Newton,Little Caesar's,3.1,"129-7135 138 Street, Surrey V3W 2P4",+16045960009,17,11,10.0,Pizza,Fast Food,,,,,,
Newton,Curry & Kabab,3.3,"7500 120 Street, Suite 117, Surrey V3W 3N1",+17785931111,7,3,12.5,Indian,,,,,,,
Newton,Hook & Ladder Neighbourhood Pub,3.3,"8593 132 Street, Surrey V3W3G9",+16045366420,11,8,25.0,Bar Food,,,,,,,
Newton,Donnair Affair,3.2,"Nordel Crossing, 138-12080 Nordel Way, Surrey V3W1P6",+17785646010,9,8,10.0,Kebab,Middle Eastern,,,,,,
Newton,Akal Veggies,3.3,"103 – 12788, 76A Avenue Surrey, Surrey V3W 1S9",+16045922223,11,2,12.5,Indian,,,,,,,
Newton,Pita Pit,3.3,"7320 King George Boulevard, Suite 109, Surrey, BC V3W 5A5, Surrey V3W5A5",+17785657482,15,12,10.0,Fast Food,,,,,,,
Newton,Anand Pizza & Sweet Shop,3.6,"Sran Business Centre, 102-13245 72 Avenue, Surrey V3W2N4",+16045014444,10,2,10.0,Pizza,Desserts,Indian,,,,,
Newton,Freshslice Pizza,3.5,"Centre of Newton II, 119-7218 King George Boulevard, Surrey V3W 5A5",+17785654122,10,12,10.0,Pizza,Fast Food,,,,,,
Newton,KFC,2.6,"Strawberry Hill Shopping Centre, 12121 72 Avenue, Surrey V3W2M1",+16045437879,12,6,10.0,Fast Food,,,,,,,
Newton,Non Stop Pizza,3.6,"119-7500 Scott Road, Surrey V3W3M9",+16045434545,11,4,12.5,Indian,Pizza,Fast Food,,,,,
Newton,King George Sweets & Restaurant,3.5,"Bear Creek Plaza, 104-13588 88 Avenue, Surrey V3W6Y8",+16045911950,9,3,15.0,Desserts,Indian,,,,,,
Newton,Shagun Sweets,3.7,"11-8388 128 Street, Surrey V3W 1R1",+16045977877,7,2,15.0,Indian,Desserts,,,,,,
Newton,Bistro 35 Indian Cuisine and Cafe,3.6,"Payal Business Centre, 335-8140 128th Street, Surrey V3W1R1",+16045033555,5,8,15.0,Indian,,,,,,,
Newton,Madras Club House,3.6,"Suite 130 -13737, 72 Avenue, Surrey V3W 0T1",+16045922865,6,21,15.0,Indian,,,,,,,
Newton,Lovely Sweets & Restaurant,3.7,"101-7168, 128 Street, Surrey V3W4E2",+16045720888,10,6,22.5,Indian,Indian,,,,,,
Newton,La Tandoori Pick,3.6,"7743 128 Street, Surrey V3W4E6",+16045011818,7,0,10.0,Indian,,,,,,,
Newton,Burger King,3.1,"660-7488 King George Highway, Surrey V3W",+16045948303,9,69,10.0,Burger,Fast Food,,,,,,
Newton,Biryani Garden Restaurant,3.4,"Pathmark Business Centre, 7750 128 Street, Surrey V3W1L4",+16045963663,6,1,12.5,Indian,Pakistani,,,,,,
Newton,Vera's Burger Shack,3.4,"Brickyard Station, 129-17449 56 Avenue, Surrey V3X2X6",+16045743324,8,17,15.0,Burger,Fast Food,,,,,,
Newton,Spice of Nepal,3.1,"13486 72 Ave, Surrey, British Columbia, Surrey",+16045942322,5,5,,Nepalese,,,,,,,
Newton,D-Plus Pizza,2.4,"Bear Creek Plaza, 105-13588 88 Avenue, Surrey V3W6Y8",+16045918080,10,3,10.0,Pizza,Fast Food,,,,,,
Newton,Saggi Sweets & Restaurant,,"7248 132 Street, Surrey V3W4M6",+16045973500,3,2,15.0,Indian,Desserts,,,,,,
Newton,Excellent Pizza,3.2,"8553 132nd Street, Surrey V3W4N8 4N8",+16045949999,4,15,17.5,Indian,Pizza,,,,,,
Newton,Choice Billiards Restaurant,3.3,"105-7728 128 Street, Surrey V3W1L3",+16045903904,8,1,17.5,Bar Food,,,,,,,
Newton,Maharaja Sweet Shop,3.5,"Payal Business Centre, 407 - 8148 128 Street, Surrey V3W 1R1",+16045923002,4,5,12.5,Desserts,Indian,,,,,,
Newton,Vege Garden Pizza Cafe & Restaurant,3.3,"103-8383 128 Street, Surrey V3W4G1",+16045073003,4,2,12.5,Pizza,Indian,,,,,,
Newton,Sapphire Bistro,3.6,"Suite 201, 7500 120 Street, Surrey V3W 3N1",+17785643666,4,5,,Indian,,,,,,,
Newton,Navraj Sweets and Restaurant,3.5,"Payal Business Centre, 386-8148 128 Street, Surrey V3W",+16045937672,7,2,12.5,Indian,Desserts,,,,,,
Newton,Select Pizza,3.3,"Newton Centre, 13633 72nd Avenue, Surrey V3W0X1",+16045030604,4,6,10.0,Pizza,Fast Food,,,,,,
Newton,Starbucks,3.9,"Newton Village, 7380 King George Highway, Surrey V3W5A5",+16045978892,7,20,10.0,Cafe,,,,,,,
Newton,Scott Hill Pizza,3.8,"7330 137th Street, Surrey V3W0M7",+16045991000,5,3,12.5,Pizza,Indian,,,,,,
Newton,Quiznos,3.0,"Kings Cross, 310-7488 King George Boulevard, Surrey V3W0H9",+16045074672,6,7,12.5,Fast Food,Sandwich,,,,,,
Newton,Anjali's Dosa Garden,3.3,"13560 77 Avenue, Surrey V3W 6Y2",+16045967211,4,5,12.5,Indian,South Indian,,,,,,
Newton,Maharaja Restaurant,,"Payal Business Centre, 407-8148 128 Street, Surrey",+16045923002,1,4,17.5,Indian,,,,,,,
Newton,Taste of Himalayas,3.4,"Unit 209 7115 138 street, Surrey, British Columbia, Surrey",+17785642010,4,3,12.5,Nepalese,,,,,,,
Newton,Barney's Pizza & Chicken,,"Payal Business Centre, 348-8140 128 Street, Surrey V3W7X4",+17785654416,3,2,15.0,Fast Food,Pizza,Indian,,,,,
Newton,Donair Affair,2.8,"14322 64 Avenue, Unit 102, Surrey, Surrey V3W 1Z1",+16045036111,4,0,10.0,Turkish,Kebab,,,,,,
Newton,Panago,3.4,"Strawberry Hill Shopping Centre, 130-7310 72 Avenue, Surrey V3W3M9",+16043100001,6,14,15.0,Pizza,Fast Food,,,,,,
Newton,Subway,3.3,"Pathmark Business Centre, 101-7750 128 Street, Surrey V3W 0R6",+16045437824,5,13,12.5,Fast Food,,,,,,,
Newton,Pizza Hut,3.8,"103-13753 72 Avenue, Surrey V3W2P2",+16045011353,4,26,10.0,Pizza,Fast Food,,,,,,
Newton,Fay's Family Restaurant,,"600 - 7380 King George Boulevard, Metro Vancouver, Surrey",+16045962997,3,0,,Canadian,,,,,,,
Newton,Church's Chicken,2.6,"Plaza 84, 110-8434 Scott Road, Surrey V3W 7S2",+16045727660,4,5,10.0,Fast Food,,,,,,,
Newton,Pinoy's Chicken,3.1,"14-, 13775 72nd Avenue, Surrey, Surrey V3W 2P2",+16045940001,4,6,12.5,Filipino,,,,,,,
Newton,Surrey Punjab Dhaba,,"3, 12830 96 Avenue, Newton, Surrey V3V 6A8",+16044963033,3,6,15.0,Indian,,,,,,,
Newton,Pearl Fever Tea House,2.7,"Strawberry Hill Shopping Centre, 140-7310 72 Avenue, Surrey V3W",+16045999421,5,8,10.0,Bubble Tea,Beverages,,,,,,
Newton,Barcelo's Flame Grilled Chicken,,"101-7577 King George Boulevard, Surrey",+17785640800,3,3,,Portuguese,,,,,,,
Newton,Veggie Hut Pizza,,"7025 128 Street, Surrey V3W4E1",+16045925696,2,2,15.0,Pizza,Indian,,,,,,
Newton,McDonald's,2.9,"8586 120 Street, Surrey V3W 3N5",+16045072250,5,13,10.0,Fast Food,,,,,,,
Newton,Dragon Wok,,"Suite 335 8140 128 Street, Payal Business Center, Surrey, Surrey",+16045933813,3,1,15.0,Chinese,Indian,,,,,,
Newton,Victoria's Mexican Bakery,,"8056 King George Boulevard, Surrey V3W 5B5",+17785787830,3,0,,Bakery,Desserts,,,,,,
Newton,H Anmol Sweets & Restaurant,,"108-8363 128 Street, Surrey V3W1R1",+16045079898,3,0,7.5,Desserts,Indian,,,,,,
Newton,Kubyertos,,"8140 120 Street, Surrey, Surrey V3W 3P2",+16045932258,1,0,15.0,Filipino,,,,,,,
Newton,Original Bhaia Sweet Shop & Catering,,"6828 128 Street, Surrey V3W4C9",+16045720403,1,0,20.0,Indian,,,,,,,
Newton,Taco Bell,,"13577 73 Avenue, Surrey V3W2R5",+16045967999,1,10,10.0,Mexican,Fast Food,,,,,,
Newton,Vegan Pizza House,,"106 - 11267 125A Street, Surrey, Surrey, Surrey",+16049301735,2,0,10.0,Pizza,,,,,,,
Newton,Tandoori Flare,,"7638-129A Street, Surrey",+16045432100,1,2,17.5,Indian,Pizza,,,,,,
Newton,Parmar Sweet Shop & Restaurant,,"13647 72nd Avenue, Surrey V3W2P2",+16045990553,1,4,17.5,Indian,Desserts,,,,,,
Newton,Dairy Queen,,"7115 138 Street, Surrey V3W7T9",+16045903933,1,15,10.0,Fast Food,Desserts,,,,,,
Newton,Denny's,,"6850 King George Highway, Surrey",+16045940083,2,6,15.0,Diner,,,,,,,
Newton,Booster Juice,,"Nordel Crossing, 12080 Nordel Way, Surrey V3W1P6",+17785653312,3,5,10.0,Juices,Beverages,Fast Food,,,,,
Newton,Five Star Sweets and Restaurant,,"6350 120 Street, Surrey V3X3K1",+16045033031,2,0,10.0,Indian,,,,,,,
Newton,Sahota Live Grill,,"7548 120 Street, Suite 2, Surrey, BC V3W 3N1, Surrey",+16045033223,2,1,12.5,Indian,Grill,,,,,,
Newton,Bengal Grill,,"103-12736 80 Avenue, Surrey V3W3A6",+16045030362,1,1,15.0,Indian,,,,,,,
Newton,PHO OHBAMA,,"15155 101 Avenue, Suite 103A, Surrey, BC V3R 7Z1, Surrey",+16044982189,1,0,10.0,Vietnamese,,,,,,,
Newton,Vancouver Veggie Pizza,,"Payal Business Centre, 347-8140 128 Street, Surrey V3W7X4",+17785653200,1,2,10.0,Pizza,Fast Food,,,,,,
Newton,Tofun Pot,,"3189 King George Boulevard, Unit 14, Surrey, BC V4P 1B8, Surrey",+16045412326,1,3,,Chinese,Bubble Tea,,,,,,
Newton,Shahi Catering Sweets & Restaurant,,"104-12815 85 Avenue, Surrey",+17785653232,1,2,15.0,Indian,,,,,,,
Newton,Robin's Donuts,,"8005 King George Boulevard, Surrey V3W 5B4",+16045903122,2,8,12.5,Fast Food,,,,,,,
Newton,Curry in Surrey Restaurant & Pizza,,"Payal Business Centre, 80-12877 80 Avenue, Surrey V3W4E9",+16045983902,1,2,17.5,Indian,Pizza,,,,,,
Newton,Jewel of India,,"13486 72 Avenue, Surrey, Surrey V3W 2N8",+16045942322,1,0,,Indian,,,,,,,
Newton,Dae Ji Cutlet House,,"15940 Fraser Highway, Metro Vancouver, Surrey",+116045937655,1,3,,Korean,Asian,,,,,,
Newton,Lahori Sweets & Restaurant,,"12877 80 Ave #109, Surrey, BC V3W 4E9, Surrey",+16045936733,1,0,25.0,Pakistani,Indian,,,,,,
Newton,Dhaliwal Sweets,,"Khalsa Business Mall, 8430 128 Street, Surrey V3W0K8",+16045961312,1,2,17.5,Indian,Desserts,,,,,,
Newton,Miyagi Sushi,,"8556 120 Street, Suite 101-A, Surrey, BC V3W 3N5, Surrey",+16045906838,1,0,25.0,Japanese,Sushi,,,,,,
Newton,Kohinoor Restaurant,,"101-12889 84 Avenue, Surrey V3W0K5",+17785653557,2,3,12.5,Desserts,Indian,Cafe,,,,,
Newton,Bear Creek Market,,"Bear Creek Plaza, 111-13578 88 Avenue, Surrey",+16045906068,0,2,7.5,Fast Food,,,,,,,
Newton,Central City Brew Pub,,"13450, 102nd Avenue, Surrey V3T 5X3",+16045826620,1,0,,Canadian,,,,,,,
Newton,Kairali Village Restaurant,,"12414 82 Avenue, Suite 108, Surrey, BC V3W 3E9, Surrey",+17785657791,0,0,15.0,Indian,,,,,,,
Newton,Nirala Sweets & Restaurant,,"105-12889 84 Avenue, Surrey V3W0K5",+16045937323,0,2,12.5,Indian,Desserts,,,,,,
Newton,Wild Wing Restaurant Surrey,,"7322 King George Boulevard, Surrey V3W 5A5",+16045031360,1,0,25.0,Canadian,,,,,,,
Newton,Noor Tandoori Hut,,"101-8383 128 Street, Surrey",+16045729998,0,3,12.5,Indian,,,,,,,
Newton,Esther's Cafe,,"Inside Tong Louie YMCA, 14988 57 Avenue, Surrey V3S9A5",+16045759622,1,2,10.0,Cafe,,,,,,,
Newton,Sportica's Excellent Ice on Ice Grill,,"15000 54A Avenue, Surrey V3S5X7",+16045760009,0,3,17.5,Burger,Pizza,Bar Food,,,,,
Newton,The Keg Steakhouse + Bar - Scott Road,,"7948 120 Street, Surrey",+16045926161,0,0,30.0,Steak,,,,,,,
Newton,Ghazal Restaurant,,"Payal Business Centre, 109-12877 80 Avenue, Surrey V3W4E9",+16045936733,0,1,32.5,Indian,,,,,,,
Newton,Tim Hortons,,"9900 King George Boulevard., Surrey",+16045829449,0,1,10.0,Cafe,,,,,,,
Newton,Casa Mia Cafe,,"9172 120 Street, Suite 101, Surrey, BC V3V 4B5, Surrey",+16045076696,0,0,7.5,Mexican,,,,,,,
Newton,Quesada Burritos & Tacos,,"10153 King George Blvd, Surrey, BC, Surrey V3T 2W1",+16044981177,0,0,12.5,Mexican,,,,,,,
Newton,The Bennett Craft &amp; Kitchen,,"187 176 Street, Surrey, BC V3S 9S4, Surrey",+17782941080,0,0,25.0,Bar Food,Canadian,,,,,,
Newton,"Training Day Cafe, Sullivan",,"102-15345 56 avenue , Metro Vancouver, Surrey V3S 0X9",+16043720085,0,0,5.0,Healthy Food,,,,,,,
Newton,Happiness Seafood,,"8080 120 Street, Surrey, BC V3W 3N3, Surrey",+16045963188,0,0,20.0,Seafood,,,,,,,
Newton,Quesada Burritos & Tacos,,"2711, 192 Street, Surrey, BC V3S 3X1, Surrey",+17782941499,0,0,7.5,Fast Food,Tex-Mex,,,,,,
Newton,Garry&rsquo;s Rasoi,,"8383 128 Street. Suite 101, Surrey, BC V3W 4G1, Surrey",+16045729998,0,0,12.5,Indian,,,,,,,
Newton,Pita Pit,,"9908 King George Blvd, Surrey, Surrey",+17783947482,0,0,10.0,Fast Food,Sandwich,Vegetarian,,,,,
Newton,Pita Pit,,"9908 King George Blvd, Surrey, Surrey",+17783947482,0,0,7.5,Sandwich,,,,,,,
Newton,Dairy Queen Grill & Chill,,"205-7115 138th Street, Surrey",+16045903933,0,0,7.5,Fast Food,,,,,,,
Newton,C-Lovers Fish &amp; Chips,,"2655 King George Boulevard, Suite 100, Surrey, BC V4P 1H7, Surrey",+16043854070,0,0,12.5,Fish and Chips,Seafood,,,,,,
Newton,Bistro 72,3.6,"13483 72 Avenue, Surrey V3W2N7",+16045991972,26,30,17.5,Canadian,,,,,,,
Newton,Veneto's Cake & Pastries,3.5,"Newton Village, 506-7380 King George Highway, Surrey V4A 9S1",+16045979886,39,15,10.0,Desserts,Cafe,,,,,,
Newton,Sub Garden,3.9,"13482 72 Avenue, Surrey V3W4X5",+16045729311,32,4,15.0,Fast Food,,,,,,,
Newton,De Dutch Pannekoek House,3.1,"110-7310 72 Avenue, Surrey V3W 2M1",+16045010930,35,27,20.0,European,,,,,,,
Newton,IHOP,3.9,"8170 120 Street, Surrey V3W 3N3",+16045964994,34,24,12.5,American,,,,,,,
Newton,Calypso Foods,3.8,"208-8322 130th Street, Surrey V3W8J9",+16045981170,13,8,10.0,Caribbean,,,,,,,
Newton,Prabu Sweets,3.7,"106-7035 128 Street, Surrey V3W 4E1",+16045961308,21,7,5.0,Desserts,Bakery,Indian,,,,,
Newton,Golden Samosa Bakery,3.6,"12025 Nordel Way, Surrey V3W 1W1",+16045949696,20,0,7.5,Indian,,,,,,,
Newton,Espresso Cafe,3.6,"1112-137th Street, Surrey V3W 0M7",+16045902299,19,8,10.0,Cafe,,,,,,,
Newton,West Village Cafe,3.6,"160 - 5620 152nd Street, Surrey, Surrey V3S 3K2",+16043722083,11,11,12.5,Cafe,Bakery,Coffee and Tea,,,,,
Newton,The Samosa House,3.4,"12837 88 Avenue, Unit 109, Surrey, Surrey V3W 3K2",+16045937000,8,5,5.0,Indian,,,,,,,
Newton,Grassroots Cafe,3.7,"12666 72 Avenue, Surrey V3W 2M8",+16045992302,18,4,10.0,Cafe,,,,,,,
Newton,New City Diner,3.7,"5-12950 80 Avenue, Surrey V3W0H7",+16045900321,6,6,12.5,Diner,,,,,,,
Newton,Rocky Mountain Pita Bakery,,"4-12950 80 Avenue,, Surrey V3W 3B2",+16045926868,1,15,10.0,Bakery,Middle Eastern,,,,,,
Newton,Oh So Sweet Sugar Boutique,3.4,"13745 72 Avenue, Surrey V3W5V9",+16045727933,8,9,10.0,Desserts,Bakery,,,,,,
Newton,Puccino's Coffee Bar,3.5,"1014-7495 132 Street, Surrey V3W1J8",+16045942400,6,5,12.5,Cafe,,,,,,,
Newton,Kids Play Cafe,3.2,"8-14885 60th Avenue, Surrey V3S 1R8",+16045935437,6,18,10.0,Cafe,,,,,,,
Newton,All India Express Restaurant,,"Suite 104 2755 192nd Street , Metro Vancouver, Surrey V3S 3X1",+16045363331,1,6,,Indian,,,,,,,
Newton,The Java Hut,,"#107 7728 128 Street, Surrey V3W1L3",+16045723700,2,2,12.5,Cafe,,,,,,,
Newton,Apna Canteen,,"7500 120 Street, Metro Vancouver, Surrey V3W 3N1",+16045030331,1,9,,Fast Food,,,,,,,
Newton,TNT Tattoo Sports Cafe,,"107-7999 King George Boulevard, Surrey V3W5B3",+16045961261,1,3,17.5,Canadian,,,,,,,
Newton,Kwality Sweets & Restaurant,,"8383 128 St, Unit 101, Surrey, Surrey V3W 4G1",+16045729998,0,0,,Desserts,Indian,,,,,,
Newton,Rick's Cafe,,"7-8145 130 Street, Surrey",+16045943384,0,1,7.5,Cafe,,,,,,,
Newton,Joyful Indulgence Bake Shop,,"15222 32nd Avenue Diversion, Surrey, BC V3S 0R7, Surrey",+16045606060,0,0,10.0,Cafe,Bakery,Coffee and Tea,Desserts,,,,
Newton,Dairy Queen,,"9436 King George Hwy, Surrey",+16045815311,0,0,7.5,Fast Food,,,,,,,
North Burnaby,Anton's Pasta Bar,4.1,"4260 East Hastings Street, Burnaby V5C 2J5",+16042996636,0,253,27.5,Italian,,,,,,,
North Burnaby,Sushimoto,4.4,"102-2201 Holdom Avenue, Burnaby V5B 0A2",+16042932201,444,324,17.5,Sushi,Japanese,Asian,,,,,
North Burnaby,Glenburn Soda Fountain & Confectionery,4.5,"4090 Hastings Street, Burnaby V5C 2H9",+16045651655,288,179,7.5,Ice Cream,Desserts,,,,,,
North Burnaby,The Pear Tree Restaurant,4.3,"4120 Hastings Street, Burnaby V5C 2J3",+16042992772,188,136,45.0,Canadian,French,,,,,,
North Burnaby,Chad Thai,4.3,"4010 East Hastings Street, Burnaby, Burnaby V5C 2H9",+16046771489,235,148,17.5,Thai,Asian,,,,,,
North Burnaby,Hakkaku Ramen,4.1,"4530 Hastings Street, Burnaby V5C 2K6",+16045583386,245,83,12.5,Ramen,Japanese,,,,,,
North Burnaby,Sushi Garden,4.0,"4269 Lougheed Hwy, Burnaby V5C 3Y6",+16042940104,388,216,12.5,Sushi,Japanese,Asian,,,,,
North Burnaby,X-Site Grill & Bistro,4.3,"4625 Hastings Street, Burnaby V5C 2K8",+16042987483,299,56,20.0,Burger,Grill,,,,,,
North Burnaby,Sushi Town,4.2,"5935 East Hastings Street, Burnaby V5B",+16042946155,334,117,15.0,Sushi,Japanese,,,,,,
North Burnaby,Broken Rice,4.1,"4088 Hastings Street, Burnaby V5C",+16045583838,192,148,20.0,Vietnamese,Asian,,,,,,
North Burnaby,Cotto Enoteca Pizzeria,4.1,"6011 Hastings Street, Burnaby V5B 4A1",+16042998002,194,164,30.0,Italian,Pizza,,,,,,
North Burnaby,Kazu Japanese Restaurant,4.1,"4332 Hastings Street, Burnaby V5C 2J9",+16044288533,104,245,12.5,Sushi,Japanese,Asian,,,,,
North Burnaby,Horizons Restaurant,4.0,"100 Centennial Way, Burnaby V5A 2X9",+16042991155,214,137,40.0,Seafood,,,,,,,
North Burnaby,JOEY Burnaby,4.2,"1899 Rosser Ave #109, Burnaby V5C 6R5",+16045645639,166,116,35.0,Canadian,Bar Food,,,,,,
North Burnaby,Blossom Teas,3.8,"23-7198 Barnet Road, Burnaby V5A 1C9",+16042944100,80,68,7.5,Bubble Tea,Beverages,Desserts,,,,,
North Burnaby,Thai's Saigon Bistro,4.1,"4015 Hastings Street, Burnaby V5C 2J1",+16042998848,107,55,17.5,Thai,Vietnamese,Asian,,,,,
North Burnaby,Sushi UOmo,3.8,"4280 Hastings Street, Burnaby V5C 2J6",+16045634280,82,107,12.5,Sushi,Japanese,,,,,,
North Burnaby,Gaya Sushi,3.8,"2900 Bainbridge Avenue, Burnaby V5A 2S9",+16043680086,131,31,12.5,Sushi,Japanese,Asian,,,,,
North Burnaby,White Spot,2.8,"4129 Lougheed Highway, Burnaby V5C 3Y6",+16042994423,85,176,25.0,Canadian,,,,,,,
North Burnaby,The Buffet at Grand Villa Casino,2.8,"4331 Dominion, Burnaby, Burnaby V5G 1B2",+16044362211,42,292,40.0,Canadian,Seafood,,,,,,
North Burnaby,Take Sushi,4.1,"4528 Hastings Street, Burnaby V5C",+16042917241,116,56,15.0,Sushi,Japanese,,,,,,
North Burnaby,Little Billy's Steakhouse,4.0,"6785 Hastings Street, Burnaby V5B 1S6",+16042944460,94,45,45.0,Greek,Steak,,,,,,
North Burnaby,Thai Cafe,3.9,"4160 Hastings Street, Burnaby V5C 2J4",+16042994525,110,34,15.0,Thai,Asian,,,,,,
North Burnaby,Sfinaki Taverna,3.8,"4061 Hastings Street, Burnaby V5C 2J1",+16042993400,117,33,30.0,Greek,Mediterranean,,,,,,
North Burnaby,Fatburger,3.2,"4461 Lougheed Hwy #4, Burnaby V5C 3Z2",+16045685179,110,77,12.5,Burger,Fast Food,,,,,,
North Burnaby,Sushi Yoi,3.5,"1815 Rosser Avenue, Burnaby V5C 6R4",+16045592288,62,104,15.0,Sushi,Japanese,Asian,,,,,
North Burnaby,La Villetta Ristorante,4.1,"3901 Hastings Street, Burnaby V5C 2J1",+16042993979,73,48,25.0,Italian,,,,,,,
North Burnaby,Wah Lun Chinese Restaurant,3.5,"4524 Hastings Street, Burnaby V5C 2K6",+16042948059,74,111,15.0,Chinese,Asian,Dim Sum,,,,,
North Burnaby,Cactus Club Cafe,3.8,"4219, B Lougheed Highway, Burnaby, BC V6C 0A8, Burnaby V6C 0A8",+16042916606,111,119,35.0,Canadian,,,,,,,
North Burnaby,King Mahal Restaurant,4.0,"4051 Hastings Street, Burnaby V5C 2J3",+16042222253,83,56,22.5,Indian,,,,,,,
North Burnaby,Triple Coconut Tree Restaurant,3.6,"4124 Hastings Street, Burnaby V5C",+16045692812,103,33,15.0,Vietnamese,Asian,,,,,,
North Burnaby,Caffe Artigiano,4.2,"4359 Hastings Street, Burnaby V5C 2K1",+16044732180,105,33,10.0,Cafe,,,,,,,
